Date,20211107_160307_0895
Motor Name,floor
Record ID, Time(ms), X-Accel, Y-Accel, Z-Accel
84,21000,0.1828903,0.1302107,0.118087
85,21250,0.204158,0.12385801,0.12201264
86,21500,0.12020891,0.116759,0.1393185
87,21750,0.1462587,0.11261234,0.1393468
88,22000,0.11710788,0.1322463,0.1611647
89,22250,0.10496955,0.12283728,0.1482901
90,22500,0.2263812,0.1690767,0.1383355
91,22750,0.1366747,0.1352815,0.1520338
92,23000,0.1975321,0.1333664,0.1264459
93,23250,0.1943965,0.1454189,0.1366977
94,23500,0.1362009,0.1591069,0.11886813
95,23750,0.1696144,0.1493265,0.1560928
96,24000,0.4196903,0.194667,0.1811537
97,24250,0.4803834,0.12463833,0.12084158
98,24500,1.337001,0.4140902,0.2446484
99,24750,0.4539088,0.11529494,0.1543298
100,25000,1.246943,0.3363462,0.2244747
101,25250,0.3271359,0.131008,0.0986426
102,25500,0.250373,0.1757374,0.1180178
103,25750,0.1758139,0.1770525,0.1451917
104,26000,0.11773935,0.1291873,0.11918004
105,26250,0.1691133,0.1295359,0.08723487
106,26500,0.1304364,0.09141468,0.1315973
107,26750,1.092295,0.2855629,0.1729171
108,27000,0.2813104,0.1627584,0.12012559
109,27250,0.9520454,0.2476337,0.2613484
110,27500,0.3560602,0.1349882,0.1463983
111,27750,0.8363081,0.2753421,0.1491216
112,28000,0.2490526,0.1351443,0.1913032
113,28250,0.1806751,0.1418411,0.11062832
114,28500,0.2774176,0.12409534,0.126105
115,28750,0.1650967,0.10231302,0.1316246
116,29000,0.1461791,0.10157238,0.1355635
117,29250,0.2043443,0.1379301,0.1480999
118,29500,0.1411851,0.1626562,0.11461302
119,29750,0.1400978,0.1313485,0.1565267
120,30000,0.1506421,0.1512463,0.12385339
121,30250,0.5809372,0.1851713,0.1498266
122,30500,0.2642866,0.143699,0.1547786
123,30750,0.1969415,0.1380349,0.1151748
124,31000,0.3073203,0.1295074,0.1280225
125,31250,0.1577786,0.1435075,0.1747755
126,31500,0.2603549,0.1572359,0.1198171
127,31750,0.11841378,0.10994442,0.1312483
128,32000,0.2875843,0.11959276,0.1273364
129,32250,0.2056474,0.1984623,0.1278062
130,32500,0.5760466,0.1999003,0.1528803
131,32750,0.1382955,0.1590799,0.1527953
132,33000,0.4580316,0.2011241,0.1686837
133,33250,0.1731769,0.129724,0.1475464
134,33500,0.10092758,0.11829709,0.10987332
135,33750,0.5072623,0.1828746,0.12220942
136,34000,0.1522379,0.11810703,0.1237746
137,34250,0.914687,0.2973099,0.213251
138,34500,0.2397106,0.1473046,0.10822469
139,34750,0.5889628,0.2216287,0.1257491
140,35000,0.5122506,0.1312201,0.1503547
141,35250,0.3906627,0.1733348,0.1452228
142,35500,0.1316937,0.1556628,0.1450047
143,35750,0.1818551,0.1319304,0.12365682
144,36000,0.11474676,0.10568847,0.12404989
145,36250,0.1405577,0.11490723,0.11723786
146,36500,0.149559,0.11980252,0.1324659
147,36750,0.12011056,0.1284412,0.1305978
148,37000,0.153094,0.09521169,0.1680782
149,37250,0.12152538,0.130493,0.11897163
150,37500,0.1471069,0.1264999,0.10001862
151,37750,0.1332393,0.11080875,0.10902953
152,38000,0.1254005,0.1562526,0.1325947
153,38250,0.135018,0.1462611,0.1281537
154,38500,0.1297608,0.1301962,0.11758158
155,38750,0.128134,0.1367461,0.1433415
156,39000,0.1373142,0.12141097,0.1512741
157,39250,0.10299381,0.1348633,0.1671002
158,39500,0.1731212,0.1281041,0.1136256
159,39750,0.1130593,0.11536201,0.1427852
160,40000,0.1720459,0.1530556,0.127806
161,40250,0.11936241,0.1685519,0.1605129
162,40500,0.1449077,0.1253028,0.1337196
163,40750,0.11627232,0.11671292,0.1516304
164,41000,0.0958637,0.1460413,0.10925245
165,41250,0.1879008,0.1329306,0.1606777
166,41500,0.1318822,0.1476173,0.10971092
167,41750,0.1346656,0.140266,0.11653323
168,42000,0.1632936,0.1497998,0.11018134
169,42250,0.1227689,0.2338297,0.1419773
170,42500,0.1722142,0.11598933,0.144191
171,42750,0.1262307,0.1391274,0.1413269
172,43000,0.1293909,0.1425175,0.1251406
173,43250,0.1364353,0.11353092,0.1341935
174,43500,0.14388,0.1534728,0.12180272
175,43750,0.1236834,0.12253163,0.1099384
176,44000,0.1270082,0.162809,0.1444109
177,44250,0.11594364,0.1287279,0.1559135
178,44500,0.09987398,0.11955111,0.1592251
179,44750,0.11725209,0.1427465,0.11078804
180,45000,0.1261231,0.11692525,0.1363802
181,45250,0.1394815,0.1404029,0.11482604
182,45500,0.1445631,0.1646996,0.1449864
183,45750,0.12129784,0.1509109,0.148837
184,46000,0.1484325,0.10671171,0.1289002
185,46250,0.1386678,0.1314166,0.10543121
186,46500,0.10768255,0.12488375,0.1270728
187,46750,0.1363609,0.12216444,0.1411235
188,47000,0.1402464,0.12448004,0.1301236
189,47250,0.12316024,0.156293,0.1365867
190,47500,0.1339072,0.1795337,0.1255284
191,47750,0.1511939,0.1287724,0.1318201
192,48000,0.1315771,0.1196404,0.1580407
193,48250,0.11944451,0.1423261,0.1320051
194,48500,0.1162301,0.1605795,0.1546189
195,48750,0.09638179,0.130811,0.1323369
196,49000,0.145856,0.1268577,0.1478981
197,49250,0.1306208,0.1505811,0.177918
198,49500,0.1532636,0.1420866,0.11399797
199,49750,0.11189051,0.1372206,0.1687046
200,50000,0.111871,0.11799455,0.1330385
201,50250,0.10797638,0.1367917,0.1389391
202,50500,0.11209846,0.131871,0.10179623
203,50750,0.1355877,0.1623775,0.1542282
204,51000,0.10580878,0.09013245,0.12358472
205,51250,0.11904842,0.1310252,0.1345778
206,51500,0.1495605,0.10662935,0.1546648
207,51750,0.1338016,0.1371218,0.1280374
208,52000,0.11859525,0.11103603,0.1671838
209,52250,0.1608138,0.1262726,0.1319577
210,52500,0.1518532,0.1626189,0.1304449
211,52750,0.1315646,0.11514952,0.1314681
212,53000,0.11947344,0.1617887,0.11167176
213,53250,0.1289358,0.10971349,0.1270389
214,53500,0.12000229,0.1254154,0.11061268
215,53750,0.1253542,0.1412368,0.1340861
216,54000,0.11545209,0.1276768,0.10642015
217,54250,0.133734,0.1625508,0.153139
218,54500,0.1224084,0.11017149,0.10933832
219,54750,0.1472954,0.09698844,0.1508302
220,55000,0.11856994,0.1721229,0.11749638
221,55250,0.1197753,0.1483211,0.12067699
222,55500,0.12311022,0.1466315,0.09776964
223,55750,0.129671,0.11468149,0.1552131
224,56000,0.1288358,0.1565715,0.144434
225,56250,0.1678672,0.1268873,0.12078999
226,56500,0.1437987,0.10633752,0.1577152
227,56750,0.10486756,0.1488781,0.11403533
228,57000,0.1288277,0.10711215,0.1438854
229,57250,0.1299793,0.1566779,0.126076
230,57500,0.12320246,0.1270149,0.1504803
231,57750,0.1332407,0.09671791,0.1385873
232,58000,0.11563365,0.11727902,0.1315889
233,58250,0.10840002,0.11452734,0.1629664
234,58500,0.1342572,0.1298447,0.1781191
235,58750,0.137218,0.1344024,0.139499
236,59000,0.11125787,0.1121782,0.11946239
237,59250,0.1614192,0.1409301,0.1756978
238,59500,0.11546683,0.1257761,0.1248339
239,59750,0.1397713,0.1231991,0.132873
240,60000,0.1426251,0.1369605,0.11314031
241,60250,0.11793092,0.1334737,0.10741532
242,60500,0.10742409,0.11650554,0.1378126
243,60750,0.11384731,0.1458147,0.11129767
244,61000,0.1477571,0.159219,0.1562514
245,61250,0.1478755,0.125467,0.11314593
246,61500,0.1253884,0.1394002,0.1580344
