Date,20211116_145058_0242
Motor Name,desk
Record ID, Time(ms), X-Accel, Y-Accel, Z-Accel, Motor Speed
275,68750,0.1324928,0.1381592,0.1391874,0
276,69000,0.1477006,0.1524198,0.2148369,0
277,69250,0.1533279,0.1485511,0.11808867,0
278,69500,0.1357248,0.1469408,0.1407348,0
279,69750,0.1478059,0.1347709,0.1416372,0
280,70000,0.11011748,0.1505731,0.11756222,0
281,70250,0.120851,0.1321825,0.133253,0
282,70500,0.1371123,0.1776383,0.1154665,0
283,70750,0.1404786,0.1505472,0.1374597,0
284,71000,0.12261559,0.1466787,0.1277076,0
285,71250,0.1441564,0.1360889,0.1285657,0
286,71500,0.12175614,0.127155,0.1615597,0
287,71750,0.11464585,0.12084973,0.1339826,0
288,72000,0.11591706,0.12012475,0.1294909,0
289,72250,0.1470223,0.1235368,0.1293026,0
290,72500,0.1764683,0.1267653,0.12186962,0
291,72750,0.1431542,0.1482508,0.1274507,0
292,73000,0.1402584,0.09843427,0.131993,0
293,73250,0.1351136,0.1264807,0.1577749,0
294,73500,0.1455829,0.1385694,0.1294186,0
295,73750,0.1457353,0.1377518,0.1423624,0
296,74000,0.143497,0.1274265,0.125404,0
297,74250,0.1277452,0.1290138,0.1369828,0
298,74500,0.1301626,0.11292894,0.11921515,0
299,74750,0.1341091,0.1351928,0.1493875,0
300,75000,0.09241706,0.1383074,0.1462828,0
301,75250,0.1500424,0.1357876,0.1484016,0
302,75500,0.10889712,0.1310384,0.1286568,0
303,75750,0.1359802,0.10956705,0.12219054,0
304,76000,0.1301914,0.11649883,0.11326466,0
305,76250,0.11251336,0.1442051,0.1426713,0
306,76500,0.1396103,0.1185353,0.1395483,0
307,76750,0.148003,0.1355462,0.1332128,0
308,77000,0.2329385,0.2736411,1.560058,0
309,77250,0.181223,0.1634924,0.1450591,0
310,77500,0.2234485,0.3528119,1.850532,0
311,77750,0.1618199,0.1598623,0.1361948,0
312,78000,0.158287,0.1441763,0.1291712,0
313,78250,0.1349278,0.1473052,0.11262969,0
314,78500,0.1458605,0.1257285,0.1393104,0
315,78750,0.09704508,0.11838859,0.1496617,0
316,79000,0.1354551,0.131215,0.1452601,0
317,79250,0.11230328,0.11359754,0.1627061,0
318,79500,0.11375938,0.1560436,0.1761796,0
319,79750,0.1459115,0.11607713,0.1665902,0
320,80000,0.1123517,0.1652615,0.1585472,0
321,80250,0.1159763,0.12229388,0.11551423,0
322,80500,0.1253531,0.1549613,0.1453124,0
323,80750,0.11920577,0.1620312,0.10837768,0
324,81000,0.1252481,0.1333371,0.1353632,0
325,81250,0.12117677,0.1542416,0.1512494,0
326,81500,0.1272119,0.11111163,0.1395962,0
327,81750,0.11415188,0.1726372,0.12379123,0
328,82000,0.146689,0.11008556,0.12185594,0
329,82250,0.1774898,0.1298119,0.11077839,0
330,82500,0.131048,0.1558137,0.146249,0
331,82750,0.1446237,0.150311,0.11611461,0
332,83000,0.11162841,0.1634338,0.11509167,0
333,83250,0.11194652,0.11371665,0.1448987,0
334,83500,0.09377866,0.11155041,0.1422225,0
335,83750,0.1317744,0.11244699,0.1634379,0
336,84000,0.11283931,0.12166728,0.1262372,0
337,84250,0.1746033,0.1517656,0.1490097,0
338,84500,0.10835324,0.1285729,0.1545116,0
339,84750,0.1710261,0.1492562,0.1335348,0
340,85000,0.1255761,0.1643005,0.1610049,0
341,85250,0.12468091,0.1290729,0.12331531,0
342,85500,0.1371817,0.11940914,0.10249674,0
343,85750,0.1366175,0.154474,0.12073953,0
344,86000,0.11690572,0.1392962,0.11022372,0
345,86250,0.1011992,0.135833,0.10071615,0
346,86500,0.11640728,0.12258601,0.1749242,0
347,86750,0.1451168,0.09970269,0.12385181,0
348,87000,0.1448177,0.1415983,0.1310807,0
349,87250,0.1223568,0.12381136,0.150251,0
350,87500,0.12428239,0.1499859,0.1404425,0
351,87750,0.12836,0.12195246,0.12348061,0
352,88000,0.1524569,0.1315995,0.1586488,0
353,88250,0.1330271,0.11738654,0.1732926,0
354,88500,0.1553165,0.1379066,0.1496266,0
355,88750,0.1347485,0.1541914,0.1233446,0
356,89000,0.1341473,0.1358965,0.1495999,0
357,89250,0.1311675,0.12042513,0.1381965,0
358,89500,0.11975686,0.12341647,0.1514901,0
359,89750,0.11225853,0.11523892,0.136888,0
360,90000,0.1250437,0.1368554,0.12199438,0
361,90250,0.1496996,0.1512836,0.1653855,0
362,90500,0.1328189,0.1432895,0.1538729,0
363,90750,0.10962871,0.1384361,0.1385609,0
364,91000,0.1463862,0.1446359,0.1406282,0
365,91250,0.12292732,0.1327561,0.170053,0
366,91500,0.10078359,0.08531576,0.162882,0
367,91750,0.09358918,0.1536755,0.11920334,0
368,92000,0.12182322,0.1345428,0.1256235,0
369,92250,0.1377194,0.1529544,0.136223,0
370,92500,0.11653467,0.1353711,0.1433442,0
371,92750,0.11098841,0.1374964,0.10460616,0
372,93000,0.1397905,0.1359344,0.1387518,0
373,93250,0.1303762,0.1279057,0.1320688,0
374,93500,0.119142,0.1433403,0.1476926,0
375,93750,0.16354,0.1588841,0.1112517,0
376,94000,0.1281798,0.1265616,0.10382514,0
377,94250,0.10131896,0.10349137,0.1559374,0
378,94500,0.1812426,0.1721689,0.1304995,0
379,94750,0.1307413,0.11470104,0.11723053,0
380,95000,0.1348482,0.12337101,0.12172595,0
381,95250,0.1549473,0.1280603,0.1449115,0
382,95500,0.1415866,0.12426796,0.11707574,0
383,95750,0.1327069,0.1358057,0.1674567,0
384,96000,0.1714931,0.1313355,0.1425248,0
385,96250,0.11648869,0.1378733,0.1254339,0
386,96500,0.10630023,0.1549751,0.1294846,0
387,96750,0.11322793,0.1354549,0.11288662,0
388,97000,0.12050506,0.1270315,0.1692954,0
389,97250,0.164351,0.1309033,0.159203,0
390,97500,0.1705415,0.09969234,0.133134,0
391,97750,0.1277124,0.10785424,0.1485915,0
392,98000,0.11172704,0.11189012,0.11399382,0
393,98250,0.1422277,0.1645822,0.1347238,0
394,98500,0.1439886,0.09920979,0.10389403,0
395,98750,0.10031077,0.1471096,0.1432452,0
396,99000,0.1397981,0.1693986,0.1569774,0
397,99250,0.1485144,0.1565013,0.1375712,0
398,99500,0.1470209,0.1270757,0.10650253,0
399,99750,0.1485563,0.1293565,0.1453134,0
400,100000,0.1270342,0.1612171,0.1471839,0
401,100250,0.1344486,0.11650538,0.11374559,0
402,100500,0.1638296,0.12097227,0.159916,0
403,100750,0.1518901,0.1715511,0.12358768,0
404,101000,0.12289201,0.1511255,0.1411261,0
405,101250,0.1437318,0.1374667,0.1354355,0
406,101500,0.10135201,0.1256956,0.1502985,0
407,101750,0.10840437,0.1326828,0.1450962,0
408,102000,0.10758933,0.1552313,0.11466237,0
409,102250,0.1311293,0.1463959,0.10980672,0
410,102500,0.11120556,0.132383,0.145405,0
411,102750,0.10782632,0.1658799,0.1385696,0
412,103000,0.11144875,0.11398235,0.133232,0
413,103250,0.12178417,0.11901491,0.1677614,0
414,103500,0.1375367,0.137467,0.1342497,0
415,103750,0.12047242,0.143693,0.12589,0
416,104000,0.11708354,0.10285521,0.10756964,0
417,104250,0.10436407,0.11294006,0.11581595,0
418,104500,0.11990397,0.2001419,0.3584393,0
419,104750,0.1682959,0.1488012,0.3355824,0
420,105000,0.1707839,0.2468648,1.028386,0
421,105250,0.1043512,0.1401327,0.11290627,0
422,105500,0.1267316,0.11605686,0.1483822,0
423,105750,0.137714,0.12486663,0.1417915,0
424,106000,0.1007126,0.11943489,0.1375539,0
425,106250,0.1302798,0.10827363,0.11796892,0
426,106500,0.1368057,0.12325099,0.1493114,0
427,106750,0.135763,0.15247,0.1525612,0
428,107000,0.11985363,0.10459511,0.10700887,0
429,107250,0.10700434,0.1280205,0.1301597,0
430,107500,0.1655983,0.1551217,0.130699,0
431,107750,0.1468981,0.1362603,0.1396885,0
432,108000,0.10649855,0.1547096,0.1328774,0
433,108250,0.1307437,0.1304945,0.1450737,0
434,108500,0.1299817,0.12472855,0.1380431,0
435,108750,0.1188959,0.11982646,0.09949405,0
436,109000,0.1310427,0.1696762,0.1602108,0
437,109250,0.1132458,0.1324005,0.1382217,0
438,109500,0.1240022,0.1252689,0.1375155,0
439,109750,0.12279449,0.11531147,0.1296816,0
440,110000,0.10748478,0.1443592,0.146065,0
441,110250,0.1422381,0.1502569,0.1479573,0
442,110500,0.1162353,0.1576338,0.1588529,0
443,110750,0.11472666,0.12645,0.1416626,0
444,111000,0.1296174,0.1518564,0.1519518,0
445,111250,0.1279569,0.1280069,0.1504552,0
446,111500,0.11680742,0.10191425,0.11344402,0
447,111750,0.1508556,0.09956378,0.1372974,0
448,112000,0.12254655,0.1453974,0.146444,0
449,112250,0.1577826,0.11525096,0.1903773,0
450,112500,0.1398669,0.1735164,0.168026,0
451,112750,0.171967,0.1607161,0.1075453,0
452,113000,0.142129,0.11564884,0.11539722,0
453,113250,0.11292902,0.11865962,0.1397845,0
454,113500,0.1316608,0.1457336,0.1765066,0
455,113750,0.1254126,0.1358378,0.11932463,0
456,114000,0.10860267,0.1273688,0.1229054,0
457,114250,0.1954374,0.12107904,0.1884699,0
458,114500,0.1463784,0.133591,0.12359083,0
459,114750,0.1655954,0.1360107,0.12476408,0
460,115000,0.10440441,0.132124,0.1332548,0
461,115250,0.11229654,0.1679072,0.1294966,0
462,115500,0.1989826,0.1510392,0.11077297,0
463,115750,0.123275,0.1345355,0.1316525,0
464,116000,0.1616336,0.1264808,0.1362013,0
465,116250,0.12437043,0.1682674,0.1417347,0
466,116500,0.1495672,0.11310876,0.11365413,0
467,116750,0.11364456,0.1311534,0.1347195,0
468,117000,0.12334825,0.10757699,0.1119896,0
469,117250,0.1269417,0.11878379,0.1632833,0
470,117500,0.1304394,0.12258105,0.1333688,0
471,117750,0.1557841,0.1281223,0.11482841,0
472,118000,0.1421642,0.1366681,0.1469243,0
473,118250,0.0977816,0.11911777,0.1265646,0
474,118500,0.12124458,0.10536504,0.1327296,0
475,118750,0.1250562,0.11643349,0.1459098,0
476,119000,0.1494561,0.1503172,0.131109,0
477,119250,0.157917,0.1754356,0.1996502,0
478,119500,0.12493941,0.12198344,0.1355181,0
479,119750,0.12331139,0.1749953,0.09480847,0
480,120000,0.1475562,0.189235,0.1372412,0
481,120250,0.1326595,0.19636,0.1271273,0
482,120500,0.11372913,0.1290851,0.1493945,0
483,120750,0.1413732,0.08847368,0.1315466,0
484,121000,0.1352855,0.136945,0.1497235,0
485,121250,0.1236084,0.10399742,0.12363452,0
486,121500,0.1433368,0.11978015,0.1257113,0
487,121750,0.1353779,0.12170135,0.1474251,0
488,122000,0.09970082,0.1435339,0.12393891,0
489,122250,0.1357509,0.10949168,0.1349584,0
490,122500,0.139903,0.1376435,0.154607,0
491,122750,0.11349718,0.11603239,0.11469121,0
492,123000,0.11574385,0.1374067,0.1463611,0
493,123250,0.1309622,0.1925597,0.1273413,0
494,123500,0.1315015,0.1344668,0.1272747,0
495,123750,0.1290207,0.1357243,0.12208023,0
496,124000,0.11267868,0.1367379,0.1563708,0
497,124250,0.10926295,0.11221735,0.1457094,0
498,124500,0.1255567,0.11227466,0.1743427,0
499,124750,0.1404139,0.12095015,0.1270499,0
500,125000,0.1352993,0.1429949,0.1342469,0
501,125250,0.12261713,0.1504682,0.1400562,0
502,125500,0.1464716,0.1432469,0.11180801,0
503,125750,0.11953357,0.1461111,0.1575176,0
504,126000,0.11745473,0.1522364,0.1941501,0
505,126250,0.1313745,0.1440801,0.12031197,0
506,126500,0.156851,0.11470136,0.1408843,0
507,126750,0.1401254,0.1253746,0.10190936,0
508,127000,0.1506024,0.1433834,0.11671221,0
509,127250,0.126272,0.1514947,0.1588042,0
510,127500,0.11095735,0.1379574,0.1286886,0
511,127750,0.1346593,0.1584747,0.1135339,0
512,128000,0.1485176,0.11814825,0.11985219,0
513,128250,0.10096581,0.11623787,0.1363976,0
514,128500,0.11878707,0.1328248,0.09719166,0
515,128750,0.10923899,0.11602798,0.1563191,0
516,129000,0.1669075,0.1285343,0.1270429,0
517,129250,0.1487525,0.11757392,0.1526977,0
518,129500,0.12334759,0.12088056,0.1541839,0
519,129750,0.1785343,0.11696792,0.1408605,0
520,130000,0.1281614,0.1420428,0.1388902,0
521,130250,0.1539846,0.1282857,0.1260187,0
522,130500,0.1647272,0.12487416,0.1255368,0
523,130750,0.1417473,0.1509862,0.1310776,0
524,131000,0.12114833,0.11954726,0.09850249,0
525,131250,0.11055562,0.1804065,0.12309341,0
526,131500,0.11726653,0.11520761,0.1622161,0
527,131750,0.14202,0.1282653,0.1423625,0
528,132000,0.1484711,0.1275605,0.1448885,0
529,132250,0.1168293,0.1792148,0.1466962,0
530,132500,0.1256334,0.1452625,0.1345377,0
531,132750,0.11617177,0.1379674,0.1404851,0
532,133000,0.1629213,0.12391663,0.1464498,0
533,133250,0.1647862,0.11179066,0.1482344,0
534,133500,0.1036505,0.1838213,0.1388715,0
535,133750,0.11530934,0.1584591,0.12128584,0
536,134000,0.1500467,0.09748789,0.12070505,0
537,134250,0.1531145,0.10897581,0.1324724,0
538,134500,0.1262341,0.12249289,0.12089214,0
539,134750,0.1342389,0.1399944,0.1560468,0
540,135000,0.1478135,0.1363715,0.174648,0
541,135250,0.11370012,0.10437866,0.1303505,0
542,135500,0.1584206,0.1094863,0.11848833,0
543,135750,0.12371229,0.12018654,0.1444484,0
544,136000,0.1357134,0.11707558,0.1478594,0
545,136250,0.10254366,0.11364847,0.1533141,0
546,136500,0.11971265,0.12098121,0.142045,0
547,136750,0.1285852,0.12296618,0.10592106,0
548,137000,0.1516327,0.146491,0.12314562,0
549,137250,0.10776596,0.11179865,0.1524575,0
550,137500,0.1314347,0.09097982,0.1377357,0
551,137750,0.12190236,0.140766,0.1251446,0
552,138000,0.1393348,0.1347478,0.11931501,0
553,138250,0.1591942,0.1328052,0.1489254,0
554,138500,0.11579822,0.1315899,0.1176836,0
555,138750,0.1620609,0.1234433,0.1610606,0
556,139000,0.09825635,0.11114329,0.1536232,0
557,139250,0.10597773,0.11142381,0.1630207,0
558,139500,0.125466,0.1373724,0.128957,0
559,139750,0.1462815,0.1405045,0.1750648,0
560,140000,0.1427257,0.1534624,0.11833303,0
